location_id,location_type,address,baidu_lat,baidu_lng,city,title,province_state,region,sales_phone,trt_id,country
cnsc8012,"['supercharger', 'standard charger']",广东省广州市天河区广园东路博汇街6号中森食博汇地下一层停车场,23.1472190000,113.3826710000,广州,广州智汇Park超级充电站（新国标）,广东,asia_pacific,400 910 0707,1520,中国大陆
cnsc8016,"['supercharger', 'standard charger']",广东省深圳市南山区滨海大道3001号深圳湾体育中心,22.5255210000,113.9563920000,深圳,深圳湾体育中心超级充电站（新国标）,广东,asia_pacific,400 910 0707,1584,中国大陆
cnsc8017,"['supercharger', 'standard charger']",广东省珠海市香洲区港湾大道科技一路3号远光软件园,22.3794120000,113.5678590000,珠海,远光软件园超级充电站（新国标）,广东,asia_pacific,400 910 0707,1623,中国大陆
cnsc8018,"['supercharger', 'standard charger']",河北省沧州市迎宾大道18号沧州金狮国际酒店,38.3104920000,116.8197530000,沧州,金狮国际酒店超级充电站（V2+V3 | 新国标）,河北,asia_pacific,400 910 0707,1486,中国大陆
cnsc8020,"['supercharger', 'standard charger']",河北省邯郸市经济开发区邯临路与和谐大街交叉口西北角（时代物流城A馆）,36.6618470000,114.5709570000,邯郸,邯郸时代广场超级充电站（新国标）,河北,asia_pacific,400 910 0707,1523,中国大陆
cnsc8021,"['supercharger', 'standard charger']",河南省郑州市管城回族区谭南街中鑫之宝院内地面停车场（入口：谭南街）,34.7513550000,113.8044160000,郑州,中鑫之宝莆田店超级充电站（新国标）,河南,asia_pacific,400 910 0707,1619,中国大陆
cnsc8023,"['supercharger', 'standard charger']",湖南省长沙市开福区青竹湖大道699号太阳星城,28.3536690000,112.9861190000,长沙,长沙太阳星城超级充电站,湖南,asia_pacific,400 910 0707,1489,中国大陆
cnsc8024,"['supercharger', 'standard charger']",湖南省长沙市天心区湘府路198号豪布斯卡酒店,28.1184710000,113.0023710000,长沙,长沙市豪布斯卡酒店超级充电站（新国标）,湖南,asia_pacific,400 910 0707,1490,中国大陆
cnsc8029,"['supercharger', 'standard charger']",江苏省南京市雨花台区软件大道119号丰盛商汇,31.9815740000,118.7673220000,南京,丰盛商汇超级充电站（新国标）,江苏,asia_pacific,400 910 0707,1551,中国大陆
cnsc8031,"['supercharger', 'standard charger']",江苏省无锡市太湖东大道68号无锡世贸中心,31.5599520000,120.3156980000,无锡,无锡世贸中心超级充电站（新国标）,江苏,asia_pacific,400 910 0707,1604,中国大陆
cnsc8033,"['supercharger', 'standard charger']",江苏省扬州市邗江区邗江中路631号天润国际大厦地面停车场（入口：邗江东路）,32.3970880000,119.4036670000,扬州,天润国际大厦超级充电站（新国标）,江苏,asia_pacific,400 910 0707,1613,中国大陆
cnsc8034,"['supercharger', 'standard charger']",辽宁省大连市中山区滨海东路66号渔人码头,38.8827930000,121.6920270000,大连,大连市渔人码头超级充电站（新国标）,辽宁,asia_pacific,400 910 0707,1505,中国大陆
cnsc8037,"['supercharger', 'standard charger']",山东省青岛市市南区四川路25号金茂湾小区入口前行约200米,36.0704480000,120.3072840000,青岛,金茂湾超级充电站（新国标）,山东,asia_pacific,400 910 0707,1558,中国大陆
cnsc8038,"['supercharger', 'standard charger']",陕西省西安市雁塔区科技二路泰华·金贸国际（西门）8号楼下停车场,34.2305910000,108.8941460000,西安,西安泰华金茂国际超级充电站（新国标）,陕西,asia_pacific,400 910 0707,1608,中国大陆
cnsc8039,"['supercharger', 'standard charger']",上海市嘉定区安亭博园路7555号上海国际汽车城,31.2855780000,121.1739370000,上海,上海国际汽车城超级充电站（新国标）,上海,asia_pacific,400 910 0707,1570,中国大陆
cnsc8041,"['supercharger', 'standard charger']",上海市青浦区嘉松中路5999号米格天地,31.1567170000,121.2368630000,上海,上海合生新天地超级充电站（新国标）,上海,asia_pacific,400 910 0707,1575,中国大陆
cnsc8044,"['supercharger', 'standard charger']",成都人民南路二段1号仁恒置地广场地下停车场负3层3区,30.6576410000,104.0734640000,成都,仁恒置地广场超级充电站（新国标）,四川,asia_pacific,400 910 0707,1497,中国大陆
cnsc8048,"['supercharger', 'standard charger']",天津市西青区工华道和榕苑路路口智慧山虚拟产业园,39.0993810000,117.1263630000,天津,天津智慧山虚拟产业园超级充电站（新国标）,天津,asia_pacific,400 910 0707,1596,中国大陆
cnsc8051,"['supercharger', 'standard charger']",浙江杭州市西湖区曙光路120号杭州黄龙饭店,30.2727880000,120.1504800000,杭州,杭州黄龙饭店超级充电站（新国标）,浙江,asia_pacific,400 910 0707,1524,中国大陆
cnsc8052,"['supercharger', 'standard charger']",浙江杭州市下城区白石路129号城北体育公园,30.3194730000,120.1712290000,杭州,杭州城北体育公园超级充电站（新国标）,浙江,asia_pacific,400 910 0707,2565,中国大陆
cnsc8054,"['supercharger', 'standard charger']",浙江省绍兴市越城区云东路与梅龙湖路交叉口天元国际,30.0062450000,120.6097660000,绍兴,绍兴天元国际超级充电站（新国标）,浙江,asia_pacific,400 910 0707,1582,中国大陆
cnsc8055,"['supercharger', 'standard charger']",浙江省舟山市普陀区东港兴普大道338号海中洲国际大酒店,29.9725720000,122.3225200000,舟山,舟山海中洲国际大酒店超级充电站（新国标）,浙江,asia_pacific,400 910 0707,1622,中国大陆
cnsc8056,"['supercharger', 'standard charger']",重庆市渝北区洪湖东路9号财富大厦,29.6138120000,106.5158810000,重庆,重庆财富大厦超级充电站（新国标）,重庆,asia_pacific,400 910 0707,1504,中国大陆
beijingyizhuang,"['store', 'service']",北京市经济技术开发区中和街16号3幢1003-1004单元,39.8064500000,116.5238000000,北京,北京亦庄特斯拉中心,北京,asia_pacific, 010-50970931,408,中国大陆
guangyuetiandi,['store'],广东省广州市天河区珠江新城海明路广粤天地71号,23.1216870000,113.3458920000,广州,广州广粤天地体验店,广东,asia_pacific, 020-23387900,894,中国大陆
cnsc8058,"['supercharger', 'standard charger']",吉林省长春市二道区洋浦大街佳泰缔景城一期5栋1层门前停车场（入口：洋浦大街辅路佳泰V公馆东门）,43.8867190000,125.4284450000,长春,长春市佳泰缔景城超级充电站（新国标）,吉林,asia_pacific,400 910 0707,1488,中国大陆
cnsc8059,"['supercharger', 'standard charger']",上海市浦东区华夏中路盛大天地停车场,31.1767460000,121.6119550000,上海,盛大天地超级充电站（新国标）,上海,asia_pacific,400 910 0707,1576,中国大陆
cnsc8060,"['supercharger', 'standard charger']",浙江省温州市瓯北新区阳光大道新桥路口,28.0420560000,120.6466350000,温州,铂尔曼酒店超级充电站（新国标）,浙江,asia_pacific,400 910 0707,1599,中国大陆
cnsc8061,"['supercharger', 'standard charger']",浙江省义乌市江滨中路180号,29.3069150000,120.0913660000,义乌,义乌商城宾馆超级充电站（新国标）,浙江,asia_pacific,400 910 0707,1614,中国大陆
cnsc8062,"['supercharger', 'standard charger']",广东省汕头市龙湖区万吉工业园万吉南二街16号,23.4274220000,116.7241200000,汕头,汕头市众业达超级充电站（新国标）,广东,asia_pacific,400 910 0707,1580,中国大陆
cnsc8064,"['supercharger', 'standard charger']",辽宁省盘锦市盘山县政府西侧50米,41.2459040000,121.9980790000,盘锦,银龙国宴大酒店超级充电站（新国标）,辽宁,asia_pacific,400 910 0707,1557,中国大陆
cnsc8065,"['supercharger', 'standard charger']",河南省洛阳市涧西区辽宁路1号华阳大饭店西北门地面停车场（入口：辽宁路）,34.6587600000,112.4127000000,洛阳,洛阳市国际大饭店超级充电站（新国标）,河南,asia_pacific,400 910 0707,1549,中国大陆
cnsc8069,"['supercharger', 'standard charger']",河北省秦皇岛市海港区京沈高速公路秦皇岛西出口瑞通汽车园,39.9772890000,119.5562070000,秦皇岛,瑞通汽车园超级充电站（新国标）,河北,asia_pacific,400 910 0707,1559,中国大陆
cnsc8070,"['supercharger', 'standard charger']",广东省韶关市武江区西联镇芙蓉新区芙蓉大道18号,24.7739030000,113.5540020000,韶关,韶关太阳城凤凰酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,1581,中国大陆
cnsc8071,"['supercharger', 'standard charger']",广东省中山市火炬开发区火炬路三号,22.5650330000,113.4642070000,中山,中山宝盛佰汇广场超级充电站（新国标）,广东,asia_pacific,400 910 0707,1621,中国大陆
cnsc8072,"['supercharger', 'standard charger']",广东省佛山市南海区大沥镇岭南路85号广佛智城,23.1230410000,113.1523990000,佛山,广佛智城超级充电站（新国标）,广东,asia_pacific,400 910 0707,1509,中国大陆
shenzhenoplaza,['store'],广东省深圳市南山区白石路东8号欢乐海岸购物中心L-056单元,22.5317980000,113.9967700000,深圳,深圳欢乐海岸体验店,广东,asia_pacific, 0755-32980971,652,中国大陆
beijinghuamao,"['store', 'standard charger']",北京市朝阳区建国路79-81号,39.9148130000,116.4866750000,北京,北京华贸中心体验店,北京,asia_pacific, 010-59057370,947,中国大陆
cnsc8075,"['supercharger', 'standard charger']",陕西省汉中市汉台区兴汉路中段,33.0846080000,107.0560470000,汉中,大汉天一酒店超级充电站（新国标）,陕西,asia_pacific,400 910 0707,1526,中国大陆
cnsc8078,"['supercharger', 'standard charger']",陕西省延安市宝塔区桥儿沟镇北关村西沟隆华路1号,36.5949940000,109.4746680000,延安,隆华花园酒店超级充电站（新国标）,陕西,asia_pacific,400 910 0707,1611,中国大陆
cnsc8080,"['supercharger', 'standard charger']",海南省海口市龙华区玉沙路21号,20.0343110000,110.3264020000,海口,海口市京华城超级充电站（新国标）,海南,asia_pacific,400 910 0707,1522,中国大陆
cnsc8081,"['supercharger', 'standard charger']",贵州省贵阳市南明区机场路18号,26.5810670000,106.7256770000,贵阳,索菲特亨特酒店超级充电站（新国标）,贵州,asia_pacific,400 910 0707,1521,中国大陆
cnsc8082,"['supercharger', 'standard charger']",广东省东莞市松山湖工业西路14号,22.9587260000,113.8945830000,东莞,松山湖互联网产业园超级充电站（新国标）,广东,asia_pacific,400 910 0707,1506,中国大陆
cnsc8083,"['supercharger', 'standard charger']",海南省三亚市河西区解放路668号,18.2630290000,109.5100200000,三亚,三亚明珠广场超级充电站（新国标）,海南,asia_pacific,400 910 0707,1561,中国大陆
cnsc8084,"['supercharger', 'standard charger']",四川省成都市金牛区迎宾大道振兴路99号,30.7206230000,104.0160700000,成都,成都兴普中心超级充电站（新国标）,四川,asia_pacific,400 910 0707,1494,中国大陆
cnsc8086,"['supercharger', 'standard charger']",江苏省苏州市吴中区吴中大道2588号,31.2067160000,120.5636520000,苏州,苏州市吴中第一工园超级充电站（新国标）,江苏,asia_pacific,400 910 0707,1592,中国大陆
cnsc8089,"['supercharger', 'standard charger']",江苏省昆山市祖冲之南路1666号清华科技园科技大厦,31.4098140000,120.8994840000,昆山,昆山市清华科技园超级充电站（新国标）,江苏,asia_pacific,400 910 0707,2603,中国大陆
cnsc8074,"['supercharger', 'standard charger']",四川省成都市高新区天府大道北段1199号地下三层停车场,30.5916430000,104.0773140000,成都,银泰中心超级充电站（新国标）,四川,asia_pacific,400 910 0707,1498,中国大陆
cnsc8011,"['supercharger', 'standard charger']",广东省广州市南沙区东涌镇鱼窝头大道68号盛林大厦（地上）,22.8531850000,113.4592820000,广州,广州盛林大厦超级充电站（新国标）,广东,asia_pacific,400 910 0707,1519,中国大陆
guangzhoutianhuan,['store'],广东省广州市天河区天河路218号,23.1383930000,113.3309460000,广州,广州天环广场体验店,广东,asia_pacific, 020-23387960,1049,中国大陆
cnsc8092,"['supercharger', 'standard charger']",北京市海淀区清河中街68号,40.0351500000,116.3419820000,北京,北京清河万象汇超级充电站（新国标）,北京,asia_pacific,400 910 0707,1484,中国大陆
shenzhencoastalcity,['store'],深圳市南山区文心五路海岸城购物中心一层142号,22.5222810000,113.9429720000,深圳,深圳海岸城体验店,广东,asia_pacific, 0755-32980960,1205,中国大陆
cnsc8094,"['supercharger', 'standard charger']",广东省惠州市惠城区三栋镇陶前工业区龙海科技园（地上）,22.9852970000,114.4591440000,惠州,惠州龙海科技超级充电站（新国标）,广东,asia_pacific,400 910 0707,1532,中国大陆
cnsc8095,"['supercharger', 'standard charger']",黑龙江省哈尔滨市松北区创新一路199号JW万豪酒店,45.8042450000,126.5344970000,哈尔滨,哈尔滨JW万豪酒店超级充电站（新国标）,黑龙江,asia_pacific,400 910 0707,1528,中国大陆
cnsc8099,"['supercharger', 'standard charger']",陕西省榆林市兴榆路国税稽查局住宅小区一层车库,38.2783410000,109.7296770000,榆林,榆林市兴榆路超级充电站（新国标）,陕西,asia_pacific,400 910 0707,1615,中国大陆
cnsc8102,"['supercharger', 'standard charger']",广东省肇庆市高要南岸湖西一路18号碧桂园凤凰酒店,23.0156440000,112.4633920000,肇庆,肇庆碧桂园凤凰酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,1618,中国大陆
cnsc8103,"['supercharger', 'standard charger']",河南省驻马店市驿城区开源大道与驿城大道交叉口向北100米路西,33.0209980000,114.0658900000,驻马店,驻马店中鑫之宝超级充电站（新国标）,河南,asia_pacific,400 910 0707,2681,中国大陆
beijingyidigang,['store'],北京市朝阳区酒仙桥路18号颐堤港购物中心L117单元,39.9760150000,116.4972020000,北京,北京颐堤港体验店,北京,asia_pacific, 010-59057332,1301,中国大陆
cnsc8104,"['supercharger', 'standard charger']",广东省珠海市吉大石花东路9号度假村酒店,22.2426680000,113.5890140000,珠海,珠海度假村酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,1624,中国大陆
cnsc8105,"['supercharger', 'standard charger']",河北省保定市东二环路366号贺阳国际学校,38.8303090000,115.5405760000,保定,保定市贺阳国际学校超级充电站（新国标）,河北,asia_pacific,400 910 0707,1470,中国大陆
cnsc8106,"['supercharger', 'standard charger']",广东省湛江市赤坎区观海北路8号负二层C区停车场,21.2747100000,110.4014340000,湛江,湛江市万象金沙湾广场超级充电站（新国标）,广东,asia_pacific,400 910 0707,1617,中国大陆
cnsc8107,"['supercharger', 'standard charger']",广东省阳江市江城区环湖路8号,21.8569190000,111.9920360000,阳江,阳江中心华邑酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,2840,中国大陆
beijinglaiguangying,"['store', 'service', 'standard charger']",北京市朝阳区新北路16号,40.0368520000,116.4550080000,北京,北京来广营特斯拉中心,北京,asia_pacific, 010-59057376,1358,中国大陆
cnsc8108,"['supercharger', 'standard charger']",四川省遂宁市河东新区德水北路56号,30.5373890000,105.5959300000,遂宁,希尔顿欢朋酒店超级充电站（新国标）,四川,asia_pacific,400 910 0707,0,
cnsc8109,"['supercharger', 'standard charger']",浙江省宁波市鄞州区鄞州大道1099号希尔顿花园酒店,29.8059710000,121.5531580000,宁波,宁波市希尔顿花园酒店超级充电站（新国标）,浙江,asia_pacific,400 910 0707,1556,中国大陆
cnsc8110,"['supercharger', 'standard charger']",广东省河源市源城区越王大道123号,23.7732910000,114.7247890000,河源,河源市希尔顿逸林酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,2927,中国大陆
cnsc8111,"['supercharger', 'standard charger']",广东省深圳市福田区泰然四路天安创新科技广场二期西座地上停车场,22.5356210000,114.0379050000,深圳,深圳市福田天安数码城超级充电站（V3 | 新国标）,广东,asia_pacific,400 910 0707,2929,中国大陆
cnsc8112,"['supercharger', 'standard charger']",上海市长宁区延安西路500号,31.2236190000,121.4430350000,上海,上海嘉宁国际大厦超级充电站（新国标）,上海,asia_pacific,400 910 0707,1578,中国大陆
cnsc8113,"['supercharger', 'standard charger']",江苏省常州市新北区太湖东路101-1号地面停车场（入口：府山路）,31.8186970000,119.9859990000,常州,常州市常发广场超级充电站（新国标）,江苏,asia_pacific,400 910 0707,3411,中国大陆
cnsc8114,"['supercharger', 'standard charger']",北京市丰台区万丰路316号地面停车场,39.8813980000,116.3005330000,北京,北京市万开中心超级充电站（新国标）,北京,asia_pacific,400 910 0707,3110,中国大陆
cnsc8117,"['supercharger', 'standard charger']",江苏省常州市武进区延政中路5号地面停车场（入口：延政中大道辅路）,31.7022560000,119.9596200000,常州,常州市常发大厦超级充电站（新国标）,江苏,asia_pacific,400 910 0707,3412,中国大陆
shanghaitaikoohui,['store'],上海市静安区石门一路288号兴业太古汇L109单元,31.2339070000,121.4710120000,上海,上海太古汇体验店,上海,asia_pacific, 021-80234090,1052,中国大陆
hangzhouchengxiyintai,"['store', 'standard charger']",浙江省杭州市丰潭路380号城西银泰城1F106号单元,30.3065510000,120.1147400000,杭州,杭州城西银泰体验店,浙江,asia_pacific, 0571-26898080,2385,中国大陆
cnsc8118,"['supercharger', 'standard charger']",内蒙古自治区乌兰察布市集宁区恩和大街199号,41.0408330000,113.1166200000,乌兰察布,奥威购物广场超级充电站（新国标）,内蒙古,asia_pacific,400 910 0707,3562,中国大陆
cnsc8119,"['supercharger', 'standard charger']",福建省厦门市湖里区日圆二里1号1层停车场D区40号,24.5219104000,118.1692490000,厦门,厦门市湾悦城超级充电站（新国标）,福建,asia_pacific,400 910 0707,3607,中国大陆
cnsc8120,"['supercharger', 'standard charger']",四川省成都市成华区嘉陵江路8号,30.6372730000,104.1517270000,成都,成都龙之梦大酒店超级充电站（新国标）,,asia_pacific,400 910 0707,3563,中国大陆
nanjingdeji,['store'],江苏省南京市中山路18号德基广场地下一层C121商铺,32.0502140000,118.7913340000,南京,南京德基广场体验店,江苏,asia_pacific, 025-66088188,4249,中国大陆
cnsc8121,"['supercharger', 'standard charger']",河北省石家庄市桥西区裕华西路66号,38.0407359000,114.4783440000,石家庄,石家庄市海悦天地超级充电站（新国标）,河北,asia_pacific,400 910 0707,1588,中国大陆
cnsc8123,"['supercharger', 'standard charger']",重庆市九龙坡区杨家坪直港大道206号,29.5109160000,106.5368720000,重庆,重庆市佳宇英皇酒店超级充电站（新国标）,重庆,asia_pacific,400 910 0707,3855,中国大陆
cnsc8124,"['supercharger', 'standard charger']",江苏省淮安市南昌北路9号淮阴软件园,33.6204920000,119.0678850000,淮安,淮安市中业慧谷软件创意科技园超级充电站（新国标）,江苏,asia_pacific,400 910 0707,3980,中国大陆
cnsc8125,"['supercharger', 'standard charger']",福建省福州市马尾区江滨东大道68号名城中心,26.0224810000,119.4057390000,福州,福州市名城中心超级充电站（新国标）,福建,asia_pacific,400 910 0707,3987,中国大陆
cnsc8126,"['supercharger', 'standard charger']",湖北省武汉市硚口区中山大道1星汇维港购物中心B1层停车场,30.5759850000,114.2567560000,武汉,武汉市越秀财富中心超级充电站（新国标）,湖北,asia_pacific,400 910 0707,3988,中国大陆
cnsc8127,"['supercharger', 'standard charger']",四川省宜宾市翠屏区翠柏大道东段理想城6号楼，地下2层停车场B区,28.7551970000,104.6115020000,宜宾,宜宾市城市名人酒店超级充电站（新国标）,四川,asia_pacific,400 910 0707,3990,中国大陆
cnsc8128,"['supercharger', 'standard charger']",河北省张家口市高新区张宣公路西侧1层16号,40.7611140000,114.9127520000,张家口,张家口市盛德宝汽车服务超级充电站（新国标）,河北,asia_pacific,400 910 0707,3852,中国大陆
cnsc8129,"['supercharger', 'standard charger']",山东省青岛市崂山区海尔路10号,36.1433610000,120.4358810000,青岛,青岛市星德汽车服务超级充电站（新国标）,山东,asia_pacific,400 910 0707,3363,中国大陆
cnsc8130,"['supercharger', 'standard charger']",湖南省衡阳市蒸湘区解放大道43号,26.8983587000,112.5602090000,衡阳,衡阳林隐假日大酒店超级充电站（新国标）,湖南,asia_pacific,400 910 0707,3986,中国大陆
cnsc8131,"['supercharger', 'standard charger']",山西省太原市小店区学府街133号,37.8133003000,112.5547820000,太原,太原华宇百花谷超级充电站（新国标）,山西,asia_pacific,400 910 0707,1593,中国大陆
cnsc8132,"['supercharger', 'standard charger']",广东省广州市海珠区新港东路1088号中洲交易中心地下停车场负2层B区,23.1019124000,113.3785640000,广州,广州市中洲交易中心超级充电站（新国标）,广东,asia_pacific,400 910 0707,3983,中国大陆
cnsc8133,"['supercharger', 'standard charger']",广东省茂名市茂南区官山四路33号,21.6752900000,110.9399440000,茂名,茂名市东园大酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,4106,中国大陆
cnsc8135,"['supercharger', 'standard charger']",上海市普陀区大渡河路196号长风大悦城地下停车场1层,31.2278580000,121.4010750000,上海,上海市长风大悦城超级充电站（新国标）,上海,asia_pacific,400 910 0707,4065,中国大陆
cnsc8136,"['supercharger', 'standard charger']",上海市浦东新区金苏路200号万创中心,31.2628490000,121.6364180000,上海,上海市金桥万创中心超级充电站（新国标）,上海,asia_pacific,400 910 0707,4147,中国大陆
cnsc8137,"['supercharger', 'standard charger']",广东省深圳市南山区望海路1166号,22.4870630000,113.9220830000,深圳,深圳市蛇口招商局广场超级充电站（新国标）,广东,asia_pacific,400 910 0707,3564,中国大陆
cnsc8138,"['supercharger', 'standard charger']",上海市闵行区申滨路473号新华联购物中心停车场B3层G区,31.2065170000,121.3149060000,上海,上海市新华联购物中心超级充电站（新国标）,上海,asia_pacific,400 910 0707,4046,中国大陆
cnsc8139,"['supercharger', 'standard charger']",北京市丰台区南三环西路万柳桥甲3号,39.8549550000,116.3392380000,北京,北京市宝隆大厦超级充电站（新国标）,北京,asia_pacific,400 910 0707,3853,中国大陆
cnsc8140,"['supercharger', 'standard charger']",湖北武汉市东西湖区金银湖路20号,30.6458720000,114.2120070000,武汉,武汉市欧亚会展国际酒店超级充电站（新国标）,湖北,asia_pacific,400 910 0707,3984,中国大陆
cnsc8141,"['supercharger', 'standard charger']",北京市西城区复兴门外大街19号唐拉雅秀酒店地下三层停车场,39.9131020000,116.3494840000,北京,北京市唐拉雅秀酒店超级充电站（新国标）,北京,asia_pacific,400 910 0707,3979,中国大陆
cnsc8142,"['supercharger', 'standard charger']",上海市黄浦区西藏中路555号雅居乐万豪酒店,31.2423500000,121.4794530000,上海,上海市雅居乐万豪酒店超级充电站（新国标）,上海,asia_pacific,400 910 0707,4051,中国大陆
cnsc8143,"['supercharger', 'standard charger']",江苏省南京市建邺区梦都大街80号,32.0152320000,118.7433680000,南京,南京市红星美凯龙欧洲城超级充电站（新国标）,江苏,asia_pacific,400 910 0707,3982,中国大陆
cnsc8144,"['supercharger', 'standard charger']",山东省德州市经济开发区太阳谷大道皇明日月坛大厦南侧地面停车场,37.4311140000,116.4017250000,德州,德州市太阳谷微排国际酒店超级充电站（新国标）,山东,asia_pacific,400 910 0707,4104,中国大陆
cnsc8145,"['supercharger', 'standard charger']",广东省佛山市顺德区南国东路388号万豪酒店地下一层停车场,22.8350340000,113.2823700000,佛山,佛山市顺德美的万豪酒店超级充电站（新国标）,广东,asia_pacific,400 910 0707,4059,中国大陆
cnsc8147,"['supercharger', 'standard charger']",重庆市江北区金沙门路66号重庆丽晶酒店地下三层停车场,29.5776490000,106.5771260000,重庆,重庆丽晶酒店超级充电站（新国标）,重庆,asia_pacific,400 910 0707,4101,中国大陆
cnsc8148,"['supercharger', 'standard charger']",浙江省衢州市白云中大道88号颐高广场,28.9807990000,118.8578800000,衢州,衢州市颐高广场超级充电站（新国标）,浙江,asia_pacific,400 910 0707,4463,中国大陆
cnsc8149,"['supercharger', 'standard charger']",广东省深圳市南山区科技南十二路10号中电照明中心停车场,22.5428590000,113.9638270000,深圳,深圳市中电照明中心超级充电站（新国标）,广东,asia_pacific,400 910 0707,3608,中国大陆
cnsc8150,"['supercharger', 'standard charger']",江西省赣州市南康区龙岭工业西区智造谷产业园,25.7063770000,114.8071570000,赣州,赣州市南康区智造谷超级充电站（新国标）,江西,asia_pacific,400 910 0707,4646,中国大陆
cnsc8151,"['supercharger', 'standard charger']",上海市浦东新区年家浜路238号周浦绿地缤纷广场,31.1193440000,121.6009570000,上海,上海市周浦绿地缤纷广场超级充电站（新国标）,上海,asia_pacific,400 910 0707,4061,中国大陆
cnsc8152,"['supercharger', 'standard charger']",江西省上饶市信州区滨江东路66号万力时代广场B2层停车场（入口：滨江东路）,28.4535090000,117.9907500000,上饶,上饶市万力时代广场超级充电站（新国标）,江西,asia_pacific,400 910 0707,0,
cnsc8153,"['supercharger', 'standard charger']",河北省张家口市怀来县沙城镇存瑞东街南侧万悦广场地下一层停车场,40.4121940000,115.5266580000,张家口,张家口市怀来县万悦广场超级充电站（新国标）,河北,asia_pacific,400 910 0707,4558,中国大陆
cnsc8154,"['supercharger', 'standard charger']",山东省潍坊市高新区北宫东街1999号,36.7346320000,119.1900000000,潍坊,潍坊市金茂国际大酒店超级充电站（新国标）,山东,asia_pacific,400 910 0707,4265,中国大陆
cnsc8155,"['supercharger', 'standard charger']",上海市杨浦区黄兴路2077号蓝天大厦地下三层停车场,31.3033640000,121.5228040000,上海,上海市蓝天大厦超级充电站（新国标）,上海,asia_pacific,400 910 0707,4148,中国大陆
cnsc8156,"['supercharger', 'standard charger']",河南省鹤壁市淇滨区兴鹤大街与鹤煤大道交叉口北100米，中凯铂爵酒店地下一层停车场,35.7404600000,114.2989100000,鹤壁,鹤壁市中凯铂爵酒店超级充电站（新国标）,河南,asia_pacific,400 910 0707,4272,中国大陆
cnsc8157,"['supercharger', 'standard charger']",北京市朝阳区朝阳公园路6号蓝色港湾地下二层停车场E8区,39.9534730000,116.4801910000,北京,北京市蓝色港湾超级充电站（新国标）,北京,asia_pacific,400 910 0707,4107,中国大陆
cnsc8161,"['supercharger', 'standard charger']",广州市番禺区汉溪大道与新光快速交汇处（近汉溪长隆D出口）,23.0007410000,113.3389550000,广州,广州市番禺区时代E-Park超级充电站（新国标）,广东,asia_pacific,400 910 0707,4705,中国大陆
cnsc8162,"['supercharger', 'standard charger']",上海市浦东新区丁香路858号丁香国际商业中心B1停车场（地下三层）,31.2314950000,121.5574870000,上海,上海市丁香国际商业中心超级充电站（新国标）,上海,asia_pacific,400 910 0707,4049,中国大陆
cnsc8164,"['supercharger', 'standard charger']",广东省广州市沙面南街一号白天鹅宾馆（地上）,23.1115890000,113.2493690000,广州,广州白天鹅超级充电站（新国标）,广东,asia_pacific,400 910 0707,1230,中国大陆
cnsc8165,"['supercharger', 'standard charger']",天津市和平区赤峰道8号汤臣津湾一品地下停车场,39.1371960000,117.2177300000,天津,天津市汤臣津湾一品超级充电站（新国标）,天津,asia_pacific,400 910 0707,4269,中国大陆
cnsc8166,"['supercharger', 'standard charger']",广东省广州市天河区黄埔大道西668号，广州马会家居,23.1238300000,113.3526200000,广州,广州市马会家居超级充电站（新国标）,广东,asia_pacific,400 910 0707,4151,中国大陆
cnsc8168,"['supercharger', 'standard charger']",上海市长宁区长宁路88号长宁八八中心地下二层停车场,31.2345640000,121.4339450000,上海,上海市长宁八八中心超级充电站（新国标）,上海,asia_pacific,400 910 0707,4050,中国大陆
cnsc8172,"['supercharger', 'standard charger']",广东省梅州市梅江区梅塘东路121号,24.2710570000,116.1369570000,梅州,梅州市创杰金融中心超级充电站（新国标）,广东,asia_pacific,400 910 0707,4877,中国大陆
cnsc8173,"['supercharger', 'standard charger']",福建省宁德市霞浦县太康路365号,26.8910890000,120.0290020000,宁德,宁德市霞浦县帝景国际酒店超级充电站（新国标）,福建,asia_pacific,400 910 0707,4701,中国大陆
cnsc8170,"['supercharger', 'standard charger']",辽宁省营口市鲅鱼圈区昆仑大街18号万隆商业广场地下二层停车场,40.2777070000,122.1391360000,营口,营口市万隆商业广场超级充电站（新国标）,辽宁,asia_pacific,400 910 0707,4825,中国大陆
cnsc8171,"['supercharger', 'standard charger']",河南省信阳市羊山新区纬南三路与经南四路西北角家居小镇红星美凯龙,32.1980820000,114.1404250000,信阳,信阳市万家荟超级充电站（新国标）,河南,asia_pacific,400 910 0707,4295,中国大陆
cnsc8174,"['supercharger', 'standard charger']",湖北省宜昌市伍家岗区东艳路38号天玺龙阁酒庄地下二层停车场,30.6758310000,111.3716990000,宜昌,宜昌市天玺龙阁酒庄超级充电站（新国标）,湖北,asia_pacific,400 910 0707,4874,中国大陆
