name,site,lat,lng,areaShopTell,areaShopCity,areaShopCityCode,areaShopProvince,areaShopProvinceCode,shopServiceCategory,storeName
东二环店长沙,浏阳河街道东二环原长沙市金宇物流园内,28.255894,113.017651,null,长沙市,430100,湖南省,430000,"4,5",服务中心
雀园路店长沙,雀园路汽车智慧新城2栋209,28.090571,112.995146,,长沙市,430100,湖南省,430000,"4,5",服务中心
麓谷汽车城店长沙,麓谷汽车世界东池路183号,28.21,112.86,,长沙市,430100,湖南省,430000,"4,5",服务中心
源枫店济源,文昌路与同心街交汇处源枫购物中心一楼（10号商铺）,35.078971,112.59368,15138802888,济源市,419001,河南省,410000,"1,2",体验中心
东环路店济源,东一环与北海大道交叉口路东（济源市亚飞艾普二手车交易市场北侧）,35.09,112.63,,济源市,419001,河南省,410000,"4,5",服务中心
海宁爱琴海店嘉兴,工人路85号爱琴海购物公园商场F113号铺,30.526928,120.692162,18357392765,嘉兴市,330400,浙江省,330000,"1,2",体验中心
南湖华府八佰伴店嘉兴,城南路1532号华府八佰伴1F-016C铺位,30.731242,120.735401,18105732177,嘉兴市,330400,浙江省,330000,"1,2",体验中心
海盐吾悦广场店嘉兴,浙江省嘉兴市海盐县武原街道枣园西路756号吾悦广场1幢101室新城吾悦广场编号1031商铺,30.53,120.93,15068216961,嘉兴市,330400,浙江省,330000,"2,1",体验中心
南湖星河coco city店嘉兴,浙江省嘉兴市南湖区长水路1810号嘉兴星河COCO City,30.72,120.76,15990371942,嘉兴市,330400,浙江省,330000,"1,2",体验中心
桐乡吾悦广场店嘉兴,梧桐街道振兴东路（东）439号吾悦广场5幢126-127号,30.627774,120.588256,15958107272,嘉兴市,330400,浙江省,330000,"1,2",体验中心
